age,country,event_count,friend_count,gender,id,image,playcount,playlists,recent_artist1,recent_artist2,recent_artist3,recent_artist4,recent_artist5,recent_date1,recent_date2,recent_date3,recent_date4,recent_date5,recent_track1,recent_track2,recent_track3,recent_track4,recent_track5,registered,subscriber,tag1,tag2,tag3,tag4,tag5,top_artist1,top_artist2,top_artist3,top_artist4,top_artist5,top_count1,top_count2,top_count3,top_count4,top_count5
None,None,0,0,None,27135895,False,114,0,Kurupt,Daz Dillinger,N.W.A,Westside Connection,Bone Thugs-N-Harmony,1267007653,1267007449,1267007243,1267006990,1267006732,Trylogy,Hustler Mix,Something 2 Dance 2,Get Ignit,Eternal,1266482956,0,Hip-Hop,rap,rap,Hip-Hop,Hip-Hop,Nas,2Pac,DMX,Big Punisher,Big L,6,6,5,5,4
None,None,0,0,None,17376464,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1238260337,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,19851464,False,1,0,LKM,None,None,None,None,1246920780,None,None,None,None,092,None,None,None,None,1246920739,0,locomotives,None,None,None,None,LKM,None,None,None,None,1,None,None,None,None
None,None,0,0,None,16344416,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1235592773,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9045348,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200894843,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15543560,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1233457950,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40.0,US,0,0,m,23849500,True,498,0,Amerie,Amerie,Carl Thomas,Eric Roberson,Faith Evans,1321487499,1321468725,1321468388,1317836706,1317836437,One Thing,One Thing,Late Night Rendezvous,Momma Told Me,I Love You,1259028808,0,soul,Neo-Soul,Neo-Soul,rnb,soul,Jill Scott,Floetry,Raheem DeVaughn,The-Dream,Goapele,19,18,17,17,13
None,None,0,0,,3338878,False,1487,0,Desmond Dekker,Jimmy Cliff,Jimmy Cliff,Jimmy Cliff,Toots and The Maytals,1159928801,1159928569,1159928397,1159928142,1159927913,Shanty town,The Harder They Come,You Can Get It If You Really Want,Sitting In Limbo,Pressure Drop,1140158925,0,classic rock,post-rock,indie,indie,folk,The Beatles,Explosions in the Sky,Spoon,The Flaming Lips,Devendra Banhart,201,115,81,60,50
None,None,0,0,None,10239128,False,46,0,Uncle Kracker,Tesla,Tesla,Lynyrd Skynyrd,Miley Cyrus,1211375744,1211375310,1211375115,1211344653,1211344463,Follow Me,What You Give,Signs,The Ballad Of Curtis Loew,See You Again,1208551433,0,thrash metal,Grunge,pop,thrash metal,hard rock,Slayer,Nirvana,Fergie,Metallica,Poison,19,5,4,3,3
None,None,0,0,None,6163114,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1176441527,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,25163376,False,28,0,Rhymefest,Dr. Dre,Tyga,Charles Hamilton,50 Cent,1261643110,1261643041,1261642914,1261642633,1261642376,Get Down,The Car Bomb,Sayin This,Brooklyn Girls,Piggy Bank,1261636372,0,Hip-Hop,Hip-Hop,Drum and bass,Hip-Hop,Hip-Hop,Common,Drake,Consequence,Kid Cudi,Nas,2,2,2,2,1
22.0,US,0,0,f,3611675,True,166,0,Imogen Heap,The All-American Rejects,Jack's Mannequin,Imogen Heap,Angels & Airwaves,1161113939,1161103947,1160879406,1160879163,1160519123,Goodnight And Go,It Ends Tonight,Spitfire,Goodnight And Go,It Hurts,1145330062,0,alternative,industrial,rock,rock,rock,Angels & Airwaves,Marilyn Manson,Hoobastank,Staind,3 Doors Down,16,5,4,3,3
None,None,0,0,None,8972927,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200365880,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,11961803,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1219516556,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,10884838,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1213565824,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17793824,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1239569486,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22.0,DE,0,1,m,11958927,True,1134,1,Jack Johnson,Jack Johnson,Jack Johnson,Jack Johnson,Jack Johnson,1223209024,1223208699,1223208555,1223208452,1223208239,If I Had Eyes,Constellations,Do You Remember,Belle,Breakdown,1219506732,0,pop,acoustic,punk rock,classic rock,german,James Blunt,Jack Johnson,Die ?rzte,Led Zeppelin,Laith Al-Deen,235,130,97,62,61
None,None,0,0,,3561839,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1144437387,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,25632776,False,2,0,Daniel Doss Band,Robbie Seay Band,None,None,None,1269656448,1269651669,None,None,None,Blessed Is The One,Let Our Faith Be Not Alone (Live),None,None,None,1262693883,0,christian,christian,None,None,None,Robbie Seay Band,Daniel Doss Band,None,None,None,1,1,None,None,None
None,None,0,0,None,11025218,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1214677961,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26077595,False,64,0,A,Papa Roach,Flyleaf,Paramore,My Chemical Romance,1280014804,1280014369,1280014193,1280013751,1280013549,Monkey Kong,Getting Away With Murder,Missing,We Are Broken,The Sharpest Lives,1263750273,0,rock,rock,alternative rock,rock,rock,Simple Plan,Hinder,Flyleaf,3 Doors Down,Lit,3,3,3,2,2
None,None,0,0,None,25224928,False,-1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1261770159,0,christian,christian,christian,christian,christian rock,Chris Tomlin,Big Daddy Weave,Matthew West,Jeremy Camp,Building 429,7,7,7,6,6
None,None,0,0,None,26418047,False,1,0,Weezy,None,None,None,None,1264641612,None,None,None,None,Everything'll Be Fine,None,None,None,None,1264641256,0,Hip-Hop,None,None,None,None,Weezy,None,None,None,None,1,None,None,None,None
None,FR,0,50,None,10652083,True,5986,0,Prolepse,Triarca,Mani Deum,Derni?re Volont?,Derni?re Volont?,1265842372,1265842190,1265841811,1238022970,1238022690,De D a G,Devotos,The Room Falls Silently (First Version),La Nuit Revient,Cran D'Arr?t,1211742641,0,martial industrial,neofolk,martial industrial,dark ambient,dark ambient,Derni?re Volont?,Naevus,Karjalan Sissit,Svartsinn,Northaunt,1909,1576,1085,694,299
None,None,0,0,None,4947680,False,1198,0,Can,Can,Can,Desmond Dekker,Massive Attack,1257970677,1257970435,1257969986,1257969838,1255814930,Oh Yeah,Mushroom,Paperhouse,The Israelites,Daydreaming,1162336314,0,trip-hop,electronic,Bossa Nova,indie,trip-hop,Massive Attack,Moby,Nouvelle Vague,CocoRosie,Portishead,106,91,68,67,54
None,None,0,0,None,11850976,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1219001244,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,3415045,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1141709438,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28092388,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1269099224,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,DE,0,2,None,6407974,False,36,1,Them Apples,Groove Armada,Herb's Excellent Adventure,Voivod,Starflam,1212241157,1212240942,1212240627,1212240255,1212239951,Ring A Ding,But I Feel Good,In My Coffin,Pre-Ignition,Ils ne savent pas,1178733865,0,jazz,trip-hop,jazz,jungle,funk metal,The Dave Brubeck Quartet,Tricky,Miles Davis,Tek 9,Primus,2,1,1,1,1
None,None,0,0,None,21215627,False,101,0,SQL,Akon ft. Lil' Wayne | www.Marvin-Vibez.in,Meck feat. Dino,David Guetta ft. Sidney Samson and Afrojack,www.djrobsonmichel.com,1252937789,1252937577,1252937146,1252936353,1252936104,Distorted Reality - Original Mix,I'm So Paid (Prod. by Konvict),So Strong (Inpetto Remix),Sexy Riverside (B2Break bootleg),Anna Grace - Let The Feelings Go ( Peter Luts Remix DRM ),1252498322,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13820221,True,5,0,Paradise Lost,Living Sacrifice,Pale Horse,Frank's Enemy,The Lead,1227332040,1227211457,1227205222,1227204649,1227204304,Gothic,Without Distinction,Resurrectionist 94,Frankskanemy!/Codebasher,Hope You Stay Alive,1227194592,0,Gothic Metal,metalcore,Sludge,hardcore,grindcore,Paradise Lost,Living Sacrifice,Pale Horse,The Lead,Frank's Enemy,1,1,1,1,1
None,None,0,0,None,23787845,False,3,0,Drake,Eminem,Lupe Fiasco,None,None,1259721079,1259720690,1258945863,None,None,Forever,Cleanin' Out My Closet,Superstar,None,None,1258945817,0,rap,Hip-Hop,Hip-Hop,None,None,Eminem,Drake,Lupe Fiasco,None,None,1,1,1,None,None
None,None,0,0,None,23462877,False,1,0,Nas,None,None,None,None,1258676219,None,None,None,None,The Message,None,None,None,None,1258676002,0,Hip-Hop,None,None,None,None,Nas,None,None,None,None,1,None,None,None,None
None,None,0,0,None,12356147,False,1,0,??,None,None,None,None,1221202120,None,None,None,None,????,None,None,None,None,1221194945,0,chinese,None,None,None,None,??,None,None,None,None,1,None,None,None,None
None,None,0,0,None,13119854,False,1,1,Mintzkov,None,None,None,None,1245098031,None,None,None,None,Ruby Red,None,None,None,None,1224411978,0,belgian,None,None,None,None,Mintzkov,None,None,None,None,1,None,None,None,None
None,None,0,0,None,9030384,False,2,1,Kraftwerk,Kraftwerk,None,None,None,1200953532,1200953480,None,None,None,Tour de France,Tour de France,None,None,None,1200780265,0,electronic,None,None,None,None,Kraftwerk,None,None,None,None,2,None,None,None,None
None,None,0,0,None,27320060,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1266955858,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,23203356,False,41,0,Battalion of Saints,Articles of Faith,SS Decontrol,Suicidal Tendencies,Choking Victim,1259095250,1259094852,1259094796,1259094433,1259094272,Solitary Is Fun,In Your Suit,Boiling Point (2006 Remastered LP Version),You Can't Bring Me Down,500 Channels,1258545493,0,video game music,punk,punk,punk,punk,Sega,Dead Kennedys,Circle Jerks,Adolescents,Black Flag,3,2,2,2,2
None,None,0,0,None,17163373,False,9,0,Van Halen,Aerosmith,Mot?rhead,Black Sabbath,Airbourne,1237663928,1237663574,1237663402,1237663071,1237662870,Dance the Night Away,Dream On,Ace of Spades,Children of the Grave,Girls in Black,1237661480,0,hard rock,hard rock,heavy metal,rock,hard rock,Van Halen,Deep Purple,Black Sabbath,Aerosmith,AC/DC,1,1,1,1,1
None,None,0,1,None,13446636,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1225564992,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,14918896,False,2,0,Pche?ki,Manose,None,None,None,1231808095,1231807504,None,None,None,S?onko,Fluttering Silk,None,None,None,1231807236,0,flute,folk,None,None,None,Manose,Pche?ki,None,None,None,1,1,None,None,None
None,None,0,0,None,16090976,False,17,0,Eagles,Rush,Grateful Dead,Uriah Heep,The Police,1234980288,1234979935,1234979543,1234979386,1234979134,Life In The Fast Lane,A Farewell To Kings,Fire on the Mountain,Easy Livin',De Do Do Do De Da Da Da,1234974848,0,classic rock,hard rock,rock,classic rock,classic rock,Jimi Hendrix,Deep Purple,The Police,Eagles,Nazareth,1,1,1,1,1
None,None,0,0,None,24553015,False,15,0,D12,Adam Sandler,Jason Der?lo,Iyaz,Eminem,1310218705,1310145866,1281810027,1281809949,1281809718,Obie Trice (skit),The Longest Pee,What If,Replay,Cleanin Out My Closet,1260427662,0,comedy,rap,pop,rnb,rnb,Adam Sandler,Eminem,Justin Bieber,Iyaz,Jason Der?lo,3,2,2,2,2
None,None,0,0,None,11637960,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1217915154,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15691795,False,45,1,Ron White,George Lopez,Ray Romano,Steve Harvey,Jeff Foxworthy,1234417167,1234416134,1234415957,1234415872,1234415735,Chocolate,Grandma & the Supremes,Stupid Joke (Live),Intro,Jeff Gordon Enunciates,1233859327,0,comedy,comedy,country,rock,country,Roy D. Mercer,George Lopez,Brad Paisley,Smash Mouth,Kenny Chesney,6,3,3,2,2
31.0,US,0,8,m,9324874,True,1698,0,Billy Joel,Billy Joel,Billy Joel,Billy Joel,Billy Joel,1336741449,1336741214,1336741021,1336740681,1336740488,If I Only Had The Words (To Tell You),Stop In Nevada,Worse Comes To Worst,The Ballad Of Billy The Kid,You're My Home,1202404585,0,Classical,idm,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13140350,True,1,1,Lykke Li,None,None,None,None,1228405891,None,None,None,None,Dance Dance Dance,None,None,None,None,1224496092,0,female vocalists,None,None,None,None,Lykke Li,None,None,None,None,1,None,None,None,None
None,None,0,2,None,14358835,False,2498,0,Tony Bennett,Emma Nabarro-Steel,Sade,Black Sabbath,Stereophonics,1309686526,1309686212,1309685951,1309685659,1309685428,Winter Wonderland,I Get Along Without You Very Well,Love Is Stronger Than Pride,Electric Funeral,It Means Nothing,1229643079,0,ladino,classic rock,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,8970265,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200346263,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15868199,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1234328498,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,2554455,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1120828965,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,7326255,False,7,0,Yaki-Da,Melanie C,ABBA,Gwen Stefani,Madonna,1186639614,1186580823,1186580365,1186580201,1186579753,03 Pride of Africa,Ga Ga,Waterloo,Cool,Material Girl,1186582253,0,pop,pop,pop,dance,pop,Madonna,Ace of Base,ABBA,DJ Bobo,Melanie C,1,1,1,1,1
42.0,PF,0,6,None,8150897,True,4246,1,Snoop Dogg,Coldplay,Camar?n de la Isla,Texas,Bob Marley,1263492467,1263492088,1263491695,1263471310,1263471073,Signs,Talk,La Leyenda del Tiempo,Inner Smile,Sunshine reggae,1193425350,0,reggae,reggae,reggae,rocksteady,reggae,The Heptones,Dennis Brown,John Holt,Alton Ellis,The Ethiopians,49,45,39,37,37
None,None,0,0,None,23326266,False,48,0,Red,Shinedown,Finger Eleven,Chevelle,Cold,1258595446,1258595430,1258595369,1258595323,1258595302,Shadows,Devour,Paralyzer,Well Enough Alone,Stupid Girl,1258592868,0,rock,punk rock,rock,punk rock,rock,Linkin Park,Green Day,Nickelback,The Offspring,Papa Roach,3,3,3,3,3
None,None,0,0,None,10359265,False,1527,0,Deviates,Skumdum,The Indecision Alarm,Lagwagon,Jet Market,1217533703,1217533559,1217533385,1217533145,1217531660,I Remember,El Perro de la Muerte,New Brooms vs. Old Doctrines,Name Dropping,Running With Scissors,1209505709,0,hardcore,hardcore,indie,rock,post-hardcore,Aditive,Dead Fish,Flick,Pitty,Alexisonfire,251,107,93,51,46
None,None,0,0,,7849265,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1190728125,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15582917,False,939,1,Alison Moyet,Donna Summer,Taylor Dayne,Tanita Tikaram,Culture Club,1266949554,1266949121,1266948896,1266948662,1266948390,Getting Into Something,I'm A Fire,Tell It to My Heart,Play Me Again,Karma Chameleon,1233572542,0,pop,Disco,80s,rock,pop,Madonna,Donna Summer,Eurythmics,Maroon 5,Michael Jackson,231,65,64,42,40
None,None,0,0,,4679975,False,6,0,Cher,The Vogues,Andrew Lloyd Webber,Andrew Lloyd Webber,Andrew Lloyd Webber,1158488206,1158488155,1158462211,1158462211,1158461691,Love Is a Lonely Place Without You,Five O'clock World,Madame Giry's Tale / The Fairground,Madame Giry's Tale / The Fairground,Masquerade / Why So Silent,1158461514,0,musical,pop,60s,None,None,Andrew Lloyd Webber,Cher,The Vogues,None,None,4,1,1,None,None
21.0,PT,0,1,f,18212855,True,0,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1240861496,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,10691456,False,1355,1,17 Hippies,17 Hippies,Pjotr Leschenko,Pjotr Leschenko,Kraked Unit,1277306785,1277306634,1215211025,1215210856,1215210695,Tanz des Bauern mit den dicksten Kartoffeln,Gelb zwo drei,Wino Lubwi,Aljescha,La balade de Neus,1212051409,0,tango,tango,tango,tango,tango,Francisco Canaro,Juan D'Arienzo,Osvaldo Pugliese,Francisco Lomuto,Enrique Rodriguez,92,80,76,70,58
None,None,0,0,None,28365160,False,59,0,Roxette,???????-???????,Nirvana,Nirvana,Nirvana,1270300461,1270274192,1270273898,1270195621,1270195319,The Look,?????? ??????,9999?????????rit,9999?????????rit,9999?????????rit,1269877963,0,Grunge,russian,russian,deathcore,deathcore,Nirvana,???????,???????-???????,Carnifex,My Bitter End,20,5,3,2,2
None,None,0,0,None,26834037,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1265702251,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,24513621,False,14,0,Patience Dabany,Empire Bakuba,Soukous Stars,Mainy,The Very Best,1260948797,1260720385,1260719742,1260719308,1260719078,Ne T'Inquietes Pas,Coupe du monde,Marcory Gazoil,Tu Te Fous De Ma Gueule,Mfumu,1260352011,0,world,soukous,world,congo,soukous,Le collectif Zouglou,Soukous Stars,Daouda,Za?ko Langa Langa,Meiway,3,1,1,1,1
None,None,0,0,None,18182736,False,13,0,Black Sabbath,Evile,Guns N' Roses,Kreator,Black Sabbath,1241381075,1240771936,1240771705,1240771409,1240771091,Children of the Grave,Thrasher,Mr. Brownstone,Riot of Violence,Children of the Grave,1240768940,0,heavy metal,thrash metal,thrash metal,thrash metal,heavy metal,Black Sabbath,Megadeth,Slayer,Sepultura,Iron Maiden,2,1,1,1,1
23.0,CN,0,0,f,7225509,True,282,1,???,???,??,Rita Calypso,Rita Calypso,1194738058,1194736756,1194736108,1192327371,1192327213,??????,?????,????,sugartown,birds,1185632262,0,indie pop,japanese,Hip-Hop,mpb,j-pop,Mocca,????,Nujabes,Adriana Calcanhotto,the Indigo,39,28,22,13,12
None,None,0,0,None,18412474,False,1,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1241539297,0,russian rap,None,None,None,None,??? A.K.A. ????,None,None,None,None,1,None,None,None,None
None,None,0,0,None,15883209,False,424,0,Kohala,Hui Ohana,Hapa,Keali'i Reichel,Keola Beamer,1304673827,1304673541,1304673328,1304673061,1304672860,Night Marchers,Sweet Lei Mokihana,Haleakala,Fields of Gold,Kawika,1234372776,0,mpb,pop,pop,indie,soul,Caetano Veloso,Sophie Ellis-Bextor,Girls Aloud,Clap Your Hands Say Yeah,Amy Winehouse,8,8,7,6,5
None,None,0,0,None,14937678,False,12,1,Mind's Eye,Redemption,Andromeda,Andromeda,Andromeda,1238193534,1238193140,1238192805,1238023259,1238022810,The Hour Of Need,Parker's Eyes,The Words Unspoken,Two Is One,In The Deepest Of Waters,1231862569,0,Progressive metal,Progressive metal,J-rock,Progressive metal,J-rock,Andromeda,Dream Theater,L'Arc~en~Ciel,Pain of Salvation,X JAPAN,6,1,1,1,1
None,None,0,0,None,7974786,False,29,0,Front 242,Ayria,Dismantled,System Syn,Suicide Commando,1282729274,1282728937,1282728585,1282728346,1282728033,Crapage,Cutting,Get It Through,The Isolation Of A Realist,Hate Me (Retaliate V1.0),1191934044,0,ebm,under 2000 listeners,Progressive metal,ebm,ebm,Suicide Commando,Naapkin,Green Carnation,Front 242,Apoptygma Berzerk,2,2,1,1,1
None,None,0,0,None,10689983,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1212030857,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26.0,TR,0,1,f,7686955,True,214,1,I?brahim Tatl?ses,Ebru G?nde?,Zeynep Dizdar,Serdar Orta?,Demet Akal?n,1240164870,1239888987,1239888738,1239888441,1239888163,Bulamadim,?yi ?anslar,Zehir Gibi,Heyecan,Banane,1189270305,0,classic rock,classic rock,classic rock,classic rock,classic rock,Creedence Clearwater Revival,Steppenwolf,John Fogerty,The Rolling Stones,Status Quo,11,8,6,5,5
None,JP,0,0,None,13565071,True,68,1,Carleen & The Groovers,The J.B.'s,The Soul Seven,Nuspirit Helsinki,4hero,1250258872,1244469894,1244469749,1243823474,1243823300,Can We Rap,Pass The Peas,The Cissy's Thang,Orson (Album Mix),Gonna Give It Up (Wanna Quit),1226049585,0,Drum and bass,acid jazz,ninja tune,jazz,jazz,4hero,United Future Organization,Coldcut,The Cinematic Orchestra,Nostalgia 77,5,4,3,3,3
None,None,0,0,None,28564759,False,10,0,Big L,Lydia Lunch,Lee Ranaldo,The Cramps,Buzzcocks,1270454471,1270453745,1270453656,1270453196,1270453123,'98 Freestyle,Suicide Ocean,The Bridge,I Can't Hardly Stand It,Love You More,1270451480,0,experimental,punk,punk,punk,psychobilly,Lee Ranaldo,The Damned,Ramones,Buzzcocks,The Cramps,1,1,1,1,1
None,RU,0,0,m,21864967,True,33,1,Nirvana,Audioslave,Remy Zero,Lostprophets,Weezer,1256852660,1255175369,1255175131,1255174895,1255174729,Floyd the Barber,Show Me How To Live,Fair,Always All Ways (Apologies Glances and Messed Up Chances),Troublemaker,1255158243,0,alternative rock,alternative rock,rock,rock,indie,Placebo,Muse,Lostprophets,Foo Fighters,Remy Zero,3,3,2,2,2
None,None,0,0,None,9228008,False,421,0,Xhelazz,Ari,Zarman,El Meswy,Kultama,1209579620,1209579083,1209578880,1209578626,1209578566,Alas Rotas (Instrumental),HangOver Tears (Minimal Youth remix),Solo tu piensa (con Bommai Conexi?n),Nadie,Cruel Intro,1201790134,0,Flamenco,rock,spanish,spanish,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,5232235,False,59,0,Grizzly Bear,Kimya Dawson,Rilo Kiley,Eight Legs,Snow Patrol,1243000370,1243000212,1243000011,1242999840,1242999652,Shift,I Like Giants,Close Call,Blood Sweat Tears,Fifteen Minutes Old,1166311937,0,indie,indie,indie,indie,electronic,Neutral Milk Hotel,Bright Eyes,Snow Patrol,Hot Hot Heat,Bj?rk,2,2,2,2,1
None,None,0,0,None,24778190,False,26,0,The Black Keys,George Harrison,The Beatles,Cream,The Zombies,1282624567,1282624346,1282624107,1280163263,1280163096,Lies,Got My Mind Set on You,Across the Universe,Blue Condition,She's Not There,1260854191,0,blues rock,classic rock,classic rock,classic rock,classic rock,The Black Keys,George Harrison,The Rolling Stones,The Kinks,The Byrds,3,2,1,1,1
