10106488	8480827
7373465	14409428
7373465	4919276
7373465	7360159
15203025	51083855
15203025	51083814
15203025	39068814
15203025	38717287
15203025	34044390
15203025	38929179
15203025	38855950
15203025	8344481
15203025	16371906
15203025	25840035
15203025	2784865
15203025	31819463
15203025	33581184
15203025	13437973
15203025	21289838
15203025	4690786
15203025	9002631
15203025	11227294
15203025	14188316
15203025	31946420
15203025	1066267
15203025	2601418
15203025	5797739
15203025	2080907
15203025	22687666
15203025	29641023
15203025	24426318
15203025	12769216
15203025	28688724
15203025	13246849
15203025	28800653
15203025	15728329
15203025	8491869
15203025	15370454
15203025	16054674
15203025	11281635
15203025	21613353
15203025	6228081
15203025	25126713
15203025	10918280
15203025	5188297
15203025	22260424
15203025	18479080
15203025	4834896
15203025	16655289
15203025	9615831
15203025	22685148
15203025	3857721
15203025	16634285
15203025	21577619
2474459	3611882
2474459	2023240
2474459	1006796
2474459	1011770
2474459	2375638
8632526	54926070
8632526	17337385
8632526	42747251
8632526	13710898
8632526	7362692
8632526	42751445
8632526	50152020
8632526	40130636
8632526	38649256
8632526	41644442
8632526	40221652
8632526	6700458
8632526	23310100
8632526	34961985
8632526	30544105
8632526	11080661
8632526	13767342
8632526	38887610
8632526	36541255
8632526	7206183
8632526	27015587
8632526	22282849
8632526	27241404
8632526	9658141
8632526	30779163
8632526	30804584
8632526	31656619
8632526	33565503
8632526	34865903
8632526	12837398
8632526	34735661
8632526	33803318
8632526	25825769
8632526	31465933
8632526	28242428
8632526	4537143
8632526	20832290
8632526	14642346
8632526	34029346
8632526	4818403
8632526	20797079
8632526	21951263
8632526	30353696
8632526	30263681
8632526	31754862
8632526	30626270
8632526	32786382
8632526	29954567
8632526	10858350
8632526	29152173
21921386	18013197
21921386	28980643
18998317	38598638
13714501	56240929
13714501	4865654
13714501	29316191
13714501	25922385
13714501	3552820
13714501	42115841
13714501	19947518
13714501	9246685
13714501	22250347
13714501	34070286
13714501	35643098
13714501	25645898
13714501	22576862
13714501	24579782
13714501	10906648
13714501	32256269
13714501	13530225
13714501	18059638
13714501	21511648
13714501	11762705
13714501	30748447
13714501	13819720
13714501	22537599
13714501	5888396
13714501	9194477
13714501	18182843
13714501	10330247
13714501	29558900
13714501	7649963
13714501	26946785
13714501	26065094
13714501	3630411
13714501	25115787
13714501	24168680
13714501	16531033
13714501	9230660
13714501	18890653
13714501	16708821
13714501	21872099
13714501	4166466
13714501	15350172
13714501	8570101
13714501	4495974
13714501	17373646
13714501	7779157
13714501	10414772
13714501	15362457
13714501	12645075
13714501	5899559
13714501	10441707
8598618	5297213
8598618	4930116
8598618	9635617
8598618	7177523
8598618	9433903
8598618	6370742
8598618	7109986
8598618	10400555
8598618	9281080
8598618	8508069
8598618	5356835
8598618	4209607
8598618	4560787
8598618	3785793
8598618	6087139
8598618	5392677
8598618	4805494
8598618	7219801
8598618	4221472
8598618	4407907
8598618	5665387
8598618	6366133
18584518	31139969
18584518	19255426
18584518	19406323
18584518	12473459
21823258	53770618
21823258	50396115
21823258	54282873
21823258	28780786
21823258	45628552
21823258	29810992
21823258	48698284
21823258	29383265
21823258	13965347
21823258	10900705
21823258	37632882
21823258	23649851
21823258	48836417
21823258	9675465
21823258	38326171
21823258	45908069
21823258	42966791
21823258	39610164
21823258	23614041
21823258	34504190
21823258	39652114
21823258	10114750
21823258	39262947
21823258	6558338
21823258	39852447
21823258	28346860
21823258	14634944
21823258	37697217
21823258	37599586
21823258	21573228
21823258	37643193
21823258	15090794
21823258	36397745
21823258	36124896
21823258	9318724
21823258	2607446
21823258	20075851
21823258	29655436
21823258	31916383
21823258	35228988
21823258	35044951
21823258	14182404
21823258	26005587
21823258	16318396
21823258	2574737
21823258	29336464
21823258	10197405
21823258	33311419
21823258	18994014
21823258	18183027
3630820	2334511
3630820	2323837
6376024	17020129
6376024	14282955
6376024	7709448
6376024	9061625
6376024	5819836
6376024	7454612
6376024	6679319
6376024	3653581
6376024	3057145
6376024	4595802
6376024	5531056
6376024	6873221
6376024	3115404
6376024	7183022
6376024	7074827
6376024	4810482
6376024	4981401
4547345	2530947
4547345	7472419
4547345	4823492
27332767	19169642
27332767	25658368
15670334	3342628
15670334	2020697
15670334	7237645
24155313	22657477
6752084	1066296
6752084	5433404
6752084	3533769
6752084	16189520
6752084	36125801
6752084	46592002
6752084	13954597
6752084	23514187
6752084	15700621
6752084	9320112
6752084	10863097
6752084	4586675
6752084	2257680
6752084	4150550
6752084	6787958
7861134	11280609
7861134	2838679
7861134	15353238
7861134	2845198
7861134	8138863
7861134	7868662
7861134	2929937
7861134	5932238
15382123	2045336
15382123	17863396
15382123	33206921
15382123	24721991
15382123	19393666
15382123	2859154
15382123	8570291
15382123	23079875
15382123	3613522
15382123	21577912
15382123	20467275
15382123	14099522
15382123	10112821
15382123	2934521
5827522	5803143
28277786	28360822
28277786	28326246
28277786	18202345
28277786	4964592
28277786	5224066
5772211	5818882
5772211	4957635
5772211	2929476
5772211	4724211
5772211	5069452
5772211	4930168
9885989	16227755
9885989	16414168
9885989	4382717
9885989	9085185
19503451	33534683
19503451	37621992
19503451	16754989
19503451	30502063
19503451	18707780
19503451	6339317
19503451	8800235
19503451	10439845
19503451	15192853
19503451	10704219
10272853	10270851
2550840	19842565
2550840	8038517
2550840	12516323
2550840	22254188
2550840	23413753
2550840	6586774
2550840	19964582
2550840	3491390
2550840	4707064
2550840	12661119
2550840	2451801
2550840	14548593
2550840	8221985
2550840	5459649
2550840	12726428
2550840	6373530
2550840	2420219
2550840	10065897
2550840	8966662
2550840	8621742
2550840	6701398
2550840	4477954
2550840	4980610
2550840	3907447
2550840	4268416
2550840	3523408
2550840	3491312
2550840	3399989
2550840	3396785
2550840	3388590
2550840	2483211
2550840	3069650
22748030	5185823
22748030	48169801
22748030	51546320
22748030	3430046
22748030	2916472
22748030	5385340
22748030	9410337
22748030	6464987
22748030	2729757
22748030	6133513
22748030	3421380
22748030	3151324
22748030	19936335
22748030	3763281
22748030	16680801
22748030	2761727
22748030	2709676
20856451	20899131
20856451	27312784
20856451	8922326
20856451	21366571
20856451	25051815
20856451	21179276
20856451	20904357
20856451	20906839
20856451	21081188
20856451	19872973
20856451	21022708
20856451	20844876
29590309	17233950
18438610	14371733
13704670	13767397
13704670	10083466
13704670	10747062
7649469	7601533
6782608	8555805
6782608	7651575
6782608	8810542
6782608	9477678
6782608	13086878
6782608	3449726
6782608	15749341
6782608	6494616
6782608	10272092
6782608	8523382
6782608	3141937
6782608	6030124
6782608	7918433
6782608	5896223
6782608	2895184
6782608	4479043
6782608	6140294
6782608	6715766
6782608	6919214
6782608	4294751
6782608	5949750
6782608	6674730
19860568	16111951
19860568	20827896
19860568	26789831
19860568	13019942
19860568	26520234
19860568	22607621
19860568	7774025
19860568	9449607
19860568	9706002
19860568	21577912
19860568	8179113
19860568	18892318
19860568	15137232
19860568	7139073
19860568	10024104
19860568	10332565
19860568	11897306
19860568	18915468
19860568	19858053
3600283	9158120
3600283	2970264
3600283	10796794
3600283	6559145
3600283	2099311
3600283	9295135
3600283	7377820
3600283	5728018
3600283	2897974
3600283	3174883
3600283	3043207
3600283	3477104
3600283	3041257
3600283	3136159
3600283	3128323
6734336	12399984
4319385	46308775
4319385	2803002
4319385	4968463
4319385	39870859
4319385	26329489
4319385	8002512
4319385	17190417
4319385	8846865
4319385	3853883
4319385	14417347
4319385	9555000
4319385	19407598
4319385	4546933
4319385	14544462
4319385	11600028
4319385	20196896
4319385	14324739
4319385	3036553
4319385	17205388
4319385	4223477
4319385	16397047
4319385	8981769
4319385	14149897
4319385	2916963
4319385	4221738
4319385	2094190
4319385	15056563
4319385	8003475
4319385	13885079
4319385	8327166
